NAME,TREND
FRAGKOULA,1
FRAIDA,3
FRAIDEL,2
FRAIDY,1
FRAISER,-1
FRAIYA,1
FRAIZER,-1
FRAK,-1
FRAMHILD,1
FRAMPTON,-1
FRAN,0
FRANADUS,-1
FRANALYNN,1
FRANC,-4
FRANCA,6
FRANCA CINDY,1
FRANCARLO,-1
FRANCCESCA,1
FRANCE,3
FRANCEE,2
FRANCEEN,1
FRANCEK,-1
FRANCEL,1
FRANCELIA,1
FRANCELINA,2
FRANCELINE,3
FRANCELINO,-1
FRANCELL,-1
FRANCELLA,1
FRANCELLE,1
FRANCELLIA,1
FRANCELY,1
FRANCELYN,1
FRANCELYNE,1
FRANCENA,1
FRANCENE,2
FRANCENIA,1
FRANCES,3
FRANCESA,1
FRANCESC,-2
FRANCESCA,7
FRANCESCA DANYA,1
FRANCESCA MARIA,1
FRANCESCHINA,1
FRANCESCHINO,-1
FRANCESCO,-6
FRANCESE,1
FRANCESKA,3
FRANCESKO,-1
FRANCESS,2
FRANCESSCA,3
FRANCESSE,1
FRANCETTA,1
FRANCETTE,1
FRANCEY,1
FRANCHELL,1
FRANCHELLE,1
FRANCHESCA,3
FRANCHESCO,-2
FRANCHESKA,3
FRANCHESSCA,1
FRANCHESSKA,1
FRANCHESTER,1
FRANCHETTA,1
FRANCHETTE,1
FRANCHEZCA,1
FRANCHEZKA,1
FRANCHINA,1
FRANCHINO,-1
FRANCHON,1
FRANCHOT,-1
FRANCI,0
FRANCI FRANCISKA,-1
FRANCIA,4
FRANCIANE,1
FRANCICO,-1
FRANCIE,1
FRANCIEN,1
FRANCIENE,1
FRANCIENNE,1
FRANCIES,2
FRANCILE,1
FRANCILIA,1
FRANCILLE,1
FRANCINA,2
FRANCINE,8
FRANCINE BARBARA,1
FRANCIOS,-1
FRANCIOS ISADORE,-1
FRANCIS,-13
FRANCIS DEAN,-1
FRANCIS JOSEPH,-1
FRANCISC,-2
FRANCISCA,9
FRANCISCO,-8
FRANCISCO JAVIER,-1
FRANCISCOJAVIER,-1
FRANCISCOJR,-1
FRANCISCUS,-3
FRANCISE,0
FRANCISKA,6
FRANCISO,-1
FRANCISQUE,-1
FRANCISQUITA,1
FRANCISZEK,-4
FRANCISZKA,1
FRANCITA,1
FRANCK,-8
FRANCKA,1
FRANCKI,1
FRANCKIE,-1
FRANCKY,-3
FRANCLIN,-1
FRANCO,-6
FRANCO ANTONIO,-1
FRANCOIS,-8
FRANCOIS CLOVIS,-1
FRANCOIS JOSEPH,-1
FRANCOIS JUNIOR,-1
FRANCOIS REGIS,-1
FRANCOIS XAVIER,-1
FRANCOISE,7
FRANCSICO,-1
FRANCY,2
FRANCYN,1
FRANCYNE,1
FRANCYNN,1
FRANCYS,1
FRANDA,1
FRANDALL,-1
FRANDON,-1
FRANDY,-1
FRANE,-1
FRANEK,-3
FRANELLA,1
FRANES,1
FRANEY,1
FRANGISKOS,-1
FRANI,1
FRANIA,2
FRANICS,-1
FRANIS,-1
FRANISCO,-1
FRANITA,1
FRANJA,3
FRANJESCA,1
FRANJKA,1
FRANJO,-4
FRANK,-16
FRANK JOSEPH,-1
FRANKA,8
FRANKAY,-1
FRANKCHESKA,1
FRANKE,-4
FRANKEE,1
FRANKEL,-1
FRANKELLY,-1
FRANKEY,-2
FRANKI,1
FRANKIE,-5
FRANKIE ANN,2
FRANKIE DEAN,-1
FRANKIE JAMES,-1
FRANKIE JAY,-1
FRANKIE JOE,-1
FRANKIE LEA,1
FRANKIE LEE,0
FRANKIE LEIGH,1
FRANKIE LOUISE,1
FRANKIE MAE,1
FRANKIE MAI,1
FRANKIE MARIE,1
FRANKIE MAY,2
FRANKIE RAE,1
FRANKIE RAY,-1
FRANKII,1
FRANKIN,-2
FRANKKIE,-1
FRANKLEN,-1
FRANKLIM,-1
FRANKLIN,-6
FRANKLINE,-1
FRANKLY,-1
FRANKLYN,-3
FRANKLYNN,1
FRANKMUT,-1
FRANKO,-6
FRANKY,-6
FRANKYE,1
FRANN,1
FRANNE,0
FRANNIE,2
FRANNY,2
FRANO,-2
FRANQUIE,1
FRANS,-6
FRANS FRANCISCUS,-1
FRANSEN,-1
FRANSHESCA,2
FRANSHESKA,1
FRANSICA,1
FRANSICO,-1
FRANSIEN,1
FRANSISCA,1
FRANSISCO,-1
FRANSISKUS,-1
FRANSJE,1
FRANSLINE,1
FRANSZ,-1
FRANTASIA,1
FRANTISCK,-1
FRANTISEK,-5
FRANTISKA,2
FRANTS,-1
FRANTZ,-2
FRANTZESKA,1
FRANTZISKO,-1
FRANTZY,-1
FRANYA,1
FRANZ,-8
FRANZ ERIK,-1
FRANZ FRANZISKUS,-2
FRANZ JOSEPH,-1
FRANZABELLA,1
FRANZE,1
FRANZENE,1
FRANZETTA,1
FRANZI,4
FRANZI FRANZISKA,-2
FRANZINE,1
FRANZISKA,6
FRANZISKUS,-2
FRANZL,-3
FRANZPETER,-1
FRANZSEPP,-1
FRANZYNE,1
FRAOLL,1
FRAS,-1
FRASER,-4
FRASER LEE,-1
FRASIER,-3
FRASINA,1
FRAT,-1
FRATCAN,-1
FRAUKE,3
FRAUKEA,1
FRAUKELINE,1
FRAUKJE,1
FRAUKO,-1
FRAY,-1
FRAYA,3
FRAYA ANNE,1
FRAYAH,1
FRAYDA,2
FRAYDOUN,-1
FRAYER,1
FRAYIA,1
FRAYNE,-1
FRAZ,-2
FRAZAO,-1
FRAZEEN,1
FRAZER,-3
FRAZEY,-1
FRAZIER,-3
FRE,-2
FRE AL,-1
FREA,2
FREAD,-1
FREADA,2
FREAHNNA,1
FREARK,-1
FRED,-12
FRED ALFRED,-1
FRED FREDERICK,-2
FREDA,8
FREDARIUS,-1
FREDASIA,1
FREDDA,1
FREDDERICK,-2
FREDDI,0
FREDDIA,1
FREDDICK,-1
FREDDIE,-8
FREDDIE FREDERICK,-1
FREDDIE JAMES,-1
FREDDIE JAY,-1
FREDDIE JOE,-1
FREDDIE JOHN,-1
FREDDIE LEE,-1
FREDDIE LYNN,1
FREDDRICK,-1
FREDDY,-12
FREDDY FREDERICK,-1
FREDDY LEE,-1
FREDDYE,1
FREDE,-1
FREDELINE,1
FREDELL,1
FREDELLA,1
FREDELLE,1
FREDERENA,1
FREDERI,-1
FREDERIC,-8
FREDERIC SEBASTIEN,-1
FREDERIC WILLIAM,-1
FREDERICA,6
FREDERICH,-2
FREDERICK,-9
FREDERICKA,1
FREDERICKE,1
FREDERICKO,-1
FREDERICO,-4
FREDERIEKE,1
FREDERIK,-9
FREDERIKA,7
FREDERIKE,3
FREDERIKKE,1
FREDERIKUS,-1
FREDERIQUE,6
FREDI,-6
FREDIA,1
FREDIANA,1
FREDIANO,-1
FREDICK,-1
FREDIE,-1
FREDINA,1
FREDINE,1
FREDIRICK,-1
FREDIS,-2
FREDITH,1
FREDLYN,1
FREDNA,1
FREDO,-2
FREDONIA,1
FREDRECK,-1
FREDREICK,-1
FREDREKA,1
FREDRIC,-3
FREDRICA,1
FREDRICH,-2
FREDRICK,-4
FREDRICKA,1
FREDRICKS,-1
FREDRICO,-1
FREDRIK,-7
FREDRIKA,3
FREDRIKK,-1
FREDRIQUE,1
FREDU,-1
FREDVIEVE,1
FREDY,-5
FREDY ALFRED,-1
FREDYS,-1
FREE,-3
FREEDA,2
FREEDIA,1
FREEDOM,-3
FREEDOME,1
FREEK,-2
FREELAND,-1
FREELIN,-1
FREELON,-1
FREEMA,1
FREEMAN,-3
FREEMIN,-1
FREEMON,-2
FREEMONT,-1
FREERICH,-1
FREERK,-2
FREERKJE,1
FREESIA,2
FREIA,2
FREIDA,3
FREIDERIKI,1
FREIDY,2
FREIJA,2
FREIMUND,-1
FREIMUT,-2
FREIMUTH,-2
FREIWALD,-1
FREIXELYNE,1
FREIYA,1
FREJ,-1
FREJA,4
FREKE,1
FRELAND,-1
FRELY,1
FREMAH,1
FREMAN,-1
FREMON,-1
FREMONT,-1
FREMONTE,-1
FREN,-1
FRENA,1
FRENCH,-1
FRENCHIE,-1
FRENDA,1
FRENESI,1
FRENS,-1
FRENSCHE,1
FRERICH,-1
FRERK,-1
FRESA,1
FRESCA,1
FRESCIAN,1
FRESCO,-1
FRESH,-1
FRESHELLE,1
FRESHIA,1
FRESHTA,2
FRESIA,1
FRESSIA,1
FRETA,1
FREY,-2
FREYA,5
FREYA ANNE,1
FREYA GRACE,1
FREYA LEIGH,1
FREYA LILLY,1
FREYA LOUISE,1
FREYA MAE,1
FREYA MAI,1
FREYA MARIE,1
FREYA MAY,1
FREYA ROSE,2
FREYAH,1
FREYDA,1
FREYDIN,-1
FREYDIS,1
FREYGERUR,1
FREYHA,1
FREYIA,1
FREYJA,4
FREYR,-1
FREYSEN,-1
FREYSTEINN,-1
FREZELL,-1
FRIA,2
FRIAL,1
FRIANE,1
FRIBERG,-1
FRIBERT,-1
FRIBJORG,1
FRIBJORN,-1
FRIBORG,1
FRICA,1
FRICIS,-1
FRID,1
FRIDA,13
FRIDAH,1
FRIDAY,1
FRIDDIE,-1
FRIDEGUND,1
FRIDERICH,-1
FRIDERIKA,1
FRIDERIKE,1
FRIDERIKI,1
FRIDI,1
FRIDI ELFRIEDE,-1
FRIDO,-2
FRIDOLIN,-3
FRIDOLINA,1
FRIDOLINE,2
FRIDORA,1
FRIDRICH,-2
FRIDTHJOF,-1
FRIDTJOF,-1
FRIDTJOV,-1
FRIDULF,-1
FRIDY,1
FRIDY ELFRIEDE,-1
FRIED,-1
FRIEDA,8
FRIEDA FRIEDERIKE,-1
FRIEDBALD,-1
FRIEDBERG,-1
FRIEDBERT,-3
FRIEDBURG,1
FRIEDCHEN,1
FRIEDE,2
FRIEDEBERT,-1
FRIEDEBORG,1
FRIEDEBORN,-1
FRIEDEBURG,1
FRIEDEGARD,2
FRIEDEGUND,1
FRIEDEGUNDE,1
FRIEDEL,-3
FRIEDEL ELFRIEDE,-1
FRIEDELTRAUD,1
FRIEDEMANN,-3
FRIEDEMAR,-1
FRIEDEN,-1
FRIEDER,-3
FRIEDERICH,-2
FRIEDERICKE,1
FRIEDERIEKE,1
FRIEDERIKA,2
FRIEDERIKE,5
FRIEDERIKUS,-1
FRIEDERUN,2
FRIEDEWALD,-1
FRIEDGARD,1
FRIEDHARD,-1
FRIEDHARDT,-1
FRIEDHART,-1
FRIEDHELM,-3
FRIEDHILD,1
FRIEDHILDE,2
FRIEDHOLD,-1
FRIEDHORST,-1
FRIEDI,1
FRIEDI ELFRIEDE,-1
FRIEDJORG,-1
FRIEDL,-2
FRIEDLENCHEN,1
FRIEDLIEB,-1
FRIEDLIES,1
FRIEDLIESE,1
FRIEDLIND,1
FRIEDLINDE,2
FRIEDMAR,-1
FRIEDMUT,-1
FRIEDMUTH,-1
FRIEDO,-1
FRIEDOLF,-1
FRIEDOLIN,-2
FRIEDOLINA,1
FRIEDOLINE,2
FRIEDRICH,-6
FRIEDRICK,-1
FRIEDRIKA,1
FRIEDRIKE,1
FRIEDRUN,2
FRIEDUS,-1
FRIEDWALD,-1
FRIEDWIN,-1
FRIEDY,2
FRIEDY ELFRIEDE,-1
FRIEL,-1
FRIELING,-1
FRIEND,-2
FRIESHA,1
FRIESO,-1
FRIETZEN,1
FRIFINNUR,-1
FRIGEIR,-1
FRIGERUR,1
FRIGGA,2
FRIGYES,-1
FRII,-1
FRIJOFUR,-1
FRIJON,-1
FRIKA,1
FRILEIFUR,-1
FRIMANN,-1
FRIMAR,-1
FRIMET,2
FRIMEY,1
FRIMY,1
FRINE,1
FRINK,-1
FRINY,1
FRINZ,-1
FRIOR,-1
FRIRDI,1
FRIRIK,-1
FRIRIKA,1
FRIRIKKA,1
FRISCO,-2
FRISHTA,2
FRISO,-2
FRITA,1
FRITH,-1
FRITHA,1
FRITHIOF,-1
FRITHJOF,-1
FRITS,-4
FRITZ,-9
FRITZ FRIEDRICH,-1
FRITZA,1
FRITZGERALD,-1
FRITZI,2
FRITZIE,1
FRITZY,1
FRIUR,1
FRIZELL,-1
FRODE,-2
FRODI,-1
FRODO,-1
FROHLINDE,1
FROHMUND,-1
FROHMUT,-1
FROHWALD,-1
FROI,-1
FROILAN,-2
FROMSA,-1
FRONA,1
FRONEY,1
FRONIA,1
FRONIE,1
FRONK,-1
FRONKA,1
FRONNIE,1
FRONTIS,-1
FROSA,1
FROSICA,1
FROST,-2
FROSTI,-1
FROSTY,-1
FROUK,1
FROUKE,0
FROUKJE,2
FROUWA,1
FROUWE,1
FROUWKTJE,1
FROWIN,-1
FROWINE,1
FROY,-1
FROYLAN,-1
FROZINE,1
FRUM,-1
FRUMA,2
FRUMAH,1
FRUMENCIO,-1
FRUMIE,1
FRUNZE,-1
FRUSINA,1
FRUTOSO,-1
FRUTUOSA,1
FRUTUOSO,-1
FRUZSINA,1
FRYAL,1
FRYDA,1
FRYDERYK,-3
FRYDIS,1
FRYNI,1
FSAHAYE,1
FU,-1
FU AN,-1
FU BIN,-1
FU CAI,-1
FU CHANG,-1
FU CHENG,-1
FU CHUN,-1
FU DE,-1
FU DONG,-1
FU FENG,-1
FU GANG,-1
FU GEN,-1
FU GUANG,-1
FU GUI,-1
FU GUO,-1
FU HAI,-1
FU HUA,-1
FU HUNG,-1
FU JIAN,-1
FU JIANG,-1
FU JIE,-1
FU JUAN,-1
FU JUN,-1
FU KANG,-1
FU KUN,-1
FU LI,-1
FU LIANG,-1
FU LIN,-1
FU LING,-1
FU MIN,-1
FU MING,-1
FU NAN,-1
FU NING,-1
FU PENG,-1
FU PING,-1
FU QIANG,-1
FU QUAN,-1
FU RONG,-1
FU RU,-1
FU SEN,-1
FU SHEN,-1
FU SHENG,-1
FU SHUN,-1
FU TAO,-1
FU TIAN,-1
FU XIANG,-1
FU XIN,-1
FU XING,-1
FU YAN,-1
FU YE,-1
FU YI,-1
FU YING,-1
FU YONG,-1
FU YOU,-1
FU YU,-1
FU YUAN,-1
FU YUN,-1
FU ZHEN,-1
FU ZHENG,-1
FU ZHONG,-1
FU ZHOU,-1
FUAAD,-1
FUAD,-7
FUADA,1
FUAID,-1
FUAMAI,1
FUAT,-4
FUCHSIA,3
FUDA,-1
FUDIL,-1
FUE,-1
FUENCISLA,1
FUENSANTA,1
FUENTES,1
FUGEN,1
FUHAD,-1
FUJI,-1
FUJIE,1
FUJIKO,2
FUJIO,-2
FUJIYE,1
FUK,-1
FUKUICHI,-1
FUKUJU,1
FUKUKO,1
FUKUMI,1
FULBERT,-1
FULDEN,1
FULESHA,1
FULGA,1
FULGENCE,-1
FULGENCIA,1
FULGENCIO,-2
FULGENTAS,-1
FULGENZIA,1
FULGENZIO,-1
FULGUTA,1
FULL,-1
FULLBRIGHT,-1
FULLER,-1
FULLY,1
FULOP,-1
FULTON,-3
FULVIA,3
FULVIO,-3
FULVIUS,-1
FULYA,3
FUMI,2
FUMIAKI,-1
FUMIE,2
FUMIHIKO,-2
FUMIHIRO,-2
FUMIHITO,-1
FUMIKAZU,-1
FUMIKI,1
FUMIKO,2
FUMINORI,-1
FUMIO,-3
FUMITAKA,-1
FUMITAKE,-1
FUMITO,-1
FUMITOSHI,-1
FUMIYA,-1
FUMIYASU,-1
FUMIYE,1
FUMIYO,2
FUMIYOSHI,-1
FUMIYUKI,-1
FUNDA,3
FUNG,1
FUNKE,2
FUNMI,1
FUNMILAYO,2
FUNMILOLA,1
FUNS,-2
FUNSTON,-1
FUNTAINE,-1
FUP,-1
FUQUAN,-1
FURAHA,2
FURHANA,1
FURI,-1
FURIA,1
FURIHA,1
FURIO,-1
FURIOUS,-2
FURJAAD,-1
FURKAN,-4
FURKAT,-1
FURLIE,-1
FURLON,-1
FURMAAN,-1
FURMAN,-1
FURNELL,-1
FURNEY,-1
FURNITURE,-1
FURQAAN,-2
FURQAN,-3
FURWA,1
FURY,2
FUSAE,1
FUSAKO,2
FUSAMI,1
FUSAO,-1
FUSAYE,1
FUSHIA,2
FUSUN,1
FUTA,-1
FUTONG,1
FUTOSHI,-1
FUTURE,-1
FUYAO,-1
FUYUKA,1
FUYUKI,-1
FUYUMI,1
FUZAIL,-2
FUZUKI,1
FYCHER,-1
FYFE,0
FYIZA,1
FYLAN,-1
FYN,0
FYNIVARRA,1
FYNLAY,-1
FYNLEE,1
FYNLEIGH,2
FYNLEY,-1
FYNN,-4
FYNNEAN,-1
FYNNEGAN,-1
FYNNIAN,-1
FYNNIGAN,-1
FYNNIS,-1
FYNNLAY,-1
FYNNLEA,-1
FYNNLEE,1
FYNNLEIGH,1
FYNNLEY,-2
FYNTON,-1
FYODOR,-4
FYONA,1
FYRE,-1
FYRN,1
FYRON,-1
FYSAL,-1
FYSCHER,-1
FYSEL,-1
FYSHER,-1
FYVIE,-1
FYZA,1
G MONEY,-1
G NEL,1
GA,0
GA HYUN,-1
GA KEI,1
GA YANG,1
GA YEONG,1
GA YOUNG,1
GAAL,1
GAANICKO,-1
GAARD,-1
GAARGI,1
GAB,-3
GABB,-1
GABBI,2
GABBIE,3
GABBRIEL,0
GABBRIELA,1
GABBRIELLA,2
GABBRIELLE,1
GABBRIELLO,-1
GABBY,1
GABE,-4
GABEBREANNA,1
GABEL,-2
GABER,-1
GABEREAL,-1
GABERIAL,-2
GABERIEL,-2
GABERIELLE,2
GABERILLE,1
GABI,5
GABI GABOR,-1
GABI GABRIELE,-1
GABI GABRIELLA,-1
GABIA,1
GABIE,2
GABIEL,-1
GABIELA,1
GABIJA,3
GABIL,-1
GABIN,-4
GABINA,3
GABINO,-4
GABIREL,-1
GABIRELLE,1
GABIUS,-1
GABLE,-2
GABO,0
GABOR,-4
GABORNE,1
GABRAEL,-1
GABRAELLE,1
GABRAIEL,-1
GABRAIL,-1
GABRAL,-1
GABRAND,-1
GABREAL,-2
GABREELLA,1
GABREIAL,1
GABREIL,-2
GABREILLA,1
GABREILLE,2
GABREL,-1
GABRELL,-1
GABRELLA,1
GABRELLE,2
GABRELLIA,1
GABREN,-1
GABRIA,1
GABRIAL,-3
GABRIALA,1
GABRIALLA,1
GABRIALLE,2
GABRIAN,-3
GABRIANA,2
GABRIANNA,1
GABRIEAL,-2
GABRIEL,-23
GABRIEL ANTONIO,-1
GABRIEL CRUZ,-1
GABRIEL IWASAM,-1
GABRIEL JIREH,-1
GABRIEL KAIN,-1
GABRIEL MICHAEL,-1
GABRIEL MORONI,-1
GABRIEL VINCENT,-1
GABRIELA,18
GABRIELA CATALINA,1
GABRIELA MELANIA,1
GABRIELAH,1
GABRIELALEXANDE,-1
GABRIELANGELO,-1
GABRIELE,1
GABRIELGLEN,-1
GABRIELI,-1
GABRIELIS,-1
GABRIELIUS,-1
GABRIELJOHN,-1
GABRIELL,0
GABRIELLA,9
GABRIELLA ESPERANZA,1
GABRIELLA FRANCES,1
GABRIELLA KATIE,1
GABRIELLA LAINE,1
GABRIELLA NANCY,1
GABRIELLA ROSE,1
GABRIELLAH,2
GABRIELLAMARIE,1
GABRIELLE,9
GABRIELLE LEEANNE,1
GABRIELLE LYNDA,1
GABRIELLE WREN,1
GABRIELLI,1
GABRIELLIA,1
GABRIELLINA,1
GABRIELLO,-1
GABRIELLY,1
GABRIELMICHAEL,-1
GABRIELS,-1
GABRIELUTA,1
GABRIELY,1
GABRIEN,-2
GABRIENE,1
GABRIJEL,-2
GABRIJELA,3
GABRIL,-1
GABRILE,-1
GABRILLE,1
GABRIOLE,1
GABRIONNA,1
GABRIYEL,-1
GABRKIEL,-1
GABRYAL,-1
GABRYAN,-1
GABRYEL,-2
GABRYELA,1
GABRYELE,1
GABRYELL,1
GABRYELLA,2
GABRYELLE,2
GABRYELLE ANGELINA,1
GABRYL,-2
GABRYLE,-1
GABRYLLE,0
GABRYSIA,1
GABY,10
GABY GABRIELE,-1
GAC,-1
GACH,-1
GACIA,1
GAD,-4
GADA,2
GADAH,1
GADALIA,-1
GADDIEL,-2
GADDIS,-1
GADDY,-1
GADEER,2
GADGE,-1
GADI,-4
GADIEL,-2
GADIJA,1
GADISA,-1
GADO,-1
GADY,-1
GAE,1
GAEA,2
GAEBRIEL,-2
GAEGE,-2
GAEIL,1
GAEL,-8
GAELA,2
GAELAN,-2
GAELE,1
GAELEN,-3
GAELIN,1
GAELLA,2
GAELLE,7
GAELYN,2
GAENOR,1
GAERATT,-1
GAERYN,-1
GAETAN,-5
GAETANA,4
GAETANE,4
GAETANINA,1
GAETANINO,-1
GAETANNE,2
GAETANO,-6
GAETES,-1
GAETON,-1
GAFAR,-1
GAFFNEY,-1
GAFIA,1
GAFINA,1
GAFITA,1
GAFUR,-2
GAGAN,-4
GAGANDEEP,-3
GAGANDEEP KAUR,1
GAGANDIP,-1
GAGANJEET,-1
GAGANJOT,-1
GAGANJOTE,-1
GAGANJYOT,1
GAGANPREET,-2
GAGANREET,1
GAGANROOP,-1
GAGANVEER,-1
GAGANVIR,-1
GAGE,-3
GAGE ASHTON,-1
GAGE DONRICK,-1
GAGE KOLTAN,-1
GAGGANDEEP,-1
GAGGANPRIT,1
GAGIK,-2
GAGNEET,1
GAGUNJODH,-1
GAH,-1
GAHAN,-1
GAHDACO,-1
GAHEL,-1
GAHRAMAN,-1
GAHVEN,-1
GAHVIN,-1
GAI,-1
GAI LING,-1
GAI PING,-1
GAIA,4
GAIAH,1
GAIAN,-1
GAIBRIAL,-1
GAIBRIEL,-2
GAIDA,3
GAIDEN,-1
GAIDIS,-1
GAIGE,-3
GAIHBRYELL,1
GAIJ,-1
GAIJE,-1
GAIL,5
GAIL ANNE,1
GAILA,1
GAILAND,-1
GAILANN,1
GAILANNE,1
GAILARD,-2
GAILE,1
GAILEEN,2
GAILEN,-1
GAILENE,2
GAILLARD,-1
GAILLEN,1
GAILLYN,1
GAILMARIE,1
GAILON,-1
GAILORD,-1
GAILVIN,1
GAILYA,1
GAILYN,2
GAILYNN,1
GAILYNNE,1
GAINES,-1
GAINI,1
GAINS,-1
GAIO,-1
GAIR,-2
GAIRA,1
GAIREN,-1
GAIROD,-1
GAIRON,-1
GAIRY,-1
GAISA,2
GAISOON,1
GAIT,-1
GAITHER,-1
GAITLIN,1
GAITREE,1
GAITRI,1
GAITRIE,1
GAITSKE,1
GAIUS,-2
GAIWALIN,1
GAIYA,1
GAIZKA,-2
GAJA,1
GAJAANANAN,-1
GAJAKHARINI,1
GAJANA,2
GAJANVEER,-1
GAJE,-2
GAJUAN,-1
GAJULA VENKATA,-1
GAK,-1
GAKU,-1
GAL,-3
GALA,6
GALAC,-1
GALADRIEL,2
GALADRIELLE,1
GALAN,-2
GALASA,-1
GALATEA,2
GALATEE,1
GALATHIA,1
GALATIA,1
GALAXIA,-1
GALAXIE,1
GALAXY,1
GALDINA,1
GALDINO,-2
GALE,2
GALEAZZO,-1
GALEE,1
GALEENA,1
GALEN,-3
GALENA,2
GALENE,1
GALHONE,-1
GALI,3
GALIA,5
GALIANA,1
GALIANO,-1
GALIB,-3
GALICIA,1
GALIE,-1
GALIJA,2
GALILA,2
GALILEA,3
GALILEAH,1
GALILEE,1
GALILEO,-4
GALILEU,-1
GALIN,-2
GALINA,19
GALINDA,1
GALINI,1
GALINKA,3
GALIP,-2
GALISA,1
GALIT,2
GALIYA,2
GALIYAH,1
GALJA,4
GALJA GALINA,-2
GALLA,2
GALLA CHANDRA,-1
GALLAGHER,-3
GALLARY,1
GALLEN,-1
GALLIA,1
GALLIANA,1
GALLIANO,-1
GALLIE,1
GALLO,-1
GALLOWAY,-2
GALLUS,-2
GALLY,-1
GALO,-2
GALON,-1
GALT,-1
GALUST,-1
GALVANO,-1
GALVESTER,-1
GALVESTON,-1
GALVIN,-3
GALVINDER,-1
GALYA,8
GALYLEA,1
GALYM,-1
GALYMZHAN,-1
GALYN,1
GALYNA,1
GALYNN,1
GAMAL,-4
GAMALAT,1
GAMALIEL,-3
GAMALIER,-1
GAMAR,1
GAMARI,-1
GAMBIT,-2
GAMBLE,-2
GAMEL,-1
GAMES,-1
GAMIL,-1
GAMILA,2
GAMIR,-1
GAMLET,-2
GAMLIEL,-1
GAMTESA,-1
GAMYA,1
GAMZE,3
GAN,-3
GAN LIN,-1
GAN RONG,-1
GANA,5
GANAE,1
GANAEL,-1
GANAELLE,1
GANAJAH,1
GANAPAVARAPU VEERA,-1
GANCHO,-1
GANDALF,-1
GANDELL,-1
GANDERT,-1
GANDOLFA,2
GANDOLFO,-2
GANEEV,-1
GANELL,1
GANELLE,2
GANESA,2
GANESALINGAM,-1
GANESAN,-1
GANESANKUMAR,-1
GANESH,-4
GANESHA,1
GANESHAN,-1
GANESHKUMAR,-1
GANESSA,1
GANESSIA,1
GANEVE,0
GANEVMEET,-1
GANG,-2
GANG HUA,-1
GANG MING,-1
GANG YI,-1
GANGA,4
GANGADHAR,-1
GANGADHARAN,-1
GANGOLF,-2
GANI,-5
GANIA,1
GANIGAN,-1
GANIKA,2
GANIMET,-1
GANIMETA,1
GANIMETE,1
GANISKA,1
GANIT,0
GANITA,1
GANIYA,1
GANIYAH,1
GANJEET,-1
GANJOUK,-1
GANKA,2
GANNA,3
GANNON,-2
GANO,-1
GANON,-1
GANT,-1
GANTT,-1
GANWA,1
GANYA,1
GANZ,-1
GANZE,1
GAO,0
GAO CHAO,-1
GAO FENG,-1
GAO HONG,-1
GAO HUA,-1
GAO LIN,-1
GAO PING,-1
GAO SHENG,-1
GAO YONG,-1
GAOLEE,1
GAONOU,1
GAOSHENG,1
GAOUSSOU,-1
GAOZONG,1
GAQO,-1
GAQUAN,-1
GAR,-3
GAR LEUNG,-1
GAR YUN,1
GARA,1
GARABET,-1
GARAH,1
GARAITZ,1
GARAK,-1
GARALD,-1
GARAM,-2
GARAN,-3
GARANCE,3
GARANG,-2
GARAR,-1
GARARD,-1
GARATH,-1
GARATT,-1
GARBHAN,-1
GARBIEL,-1
GARBIELLE,1
GARBINE,1
GARBIS,-1
GARBO,0
GARBRAND,-1
GARBRIEL,-1
GARBRIELLE,1
GARCELLE,1
GARCIA,-2
GARD,-3
GARDA,3
GARDELL,-1
GARDEN,-1
GARDENIA,2
GARDINA,1
GARDINER,-2
GARDITH,1
GARDNER,-2
GARDY,-2
GARE,-1
GARED,-2
GAREGIN,-1
GAREK,-2
GARELD,-1
GAREN,-2
GARET,-3
GARETH,-4
GARETN,-1
GARETT,-2
GARETTE,-2
GAREY,-2
GARFIELD,-3
GARGI,3
GARHARD,-1
GARHETT,-2
GARI,-2
GARI LYNN,1
GARI RAE,1
GARIAN,-1
GARIBALDO,-1
GARIC,-1
GARICK,-2
GARID,-1
GARIE,-1
GARIEL,-1
GARIELLA,1
GARIELLE,1
GARIEN,-1
GARIK,-4
GARIKOITZ,-1
GARILEIGH,1
GARILYN,1
GARIMA,4
GARIN,-3
GARINA,1
GARINDER,-1
GARINE,1
GARION,-3
GARIP,-3
GARISEN,-1
GARISON,-2
GARIT,-2
GARITT,-2
GARIUS,-1
GARL,-1
GARLA,1
GARLAN,-1
GARLAND,-3
GARLEF,-1
GARLEN,-2
GARLENE,1
GARLICH,-1
GARLIN,-1
GARLON,-1
GARLOND,-1
GARLUND,-1
GARLY,1
GARLYN,-2
GARMAN,0
GARMEI,1
GARMEN,1
GARMER,-1
GARMON,-2
GARN,-1
GARNA,1
GARNADINE,1
GARNEL,-1
GARNELL,-1
GARNELLE,1
GARNER,-2
GARNET,-1
GARNETA,1
GARNETH,-1
GARNETT,-2
GARNETTA,1
GARNETTE,1
GARNEY,-1
GARNIE,-1
GARNIETA,1
GARNIK,-1
GARNITA,1
GARO,-1
GAROAFA,1
GAROFINA,1
GAROFITA,1
GAROLD,-3
GARON,-3
GAROTT,-1
GAROUFALIA,1
GARR,-1
GARRAD,-2
GARRADINE,1
GARRAN,-2
GARRARD,-1
GARRATT,-2
GARRED,-2
GARREIT,-1
GARREK,-1
GARREL,-1
GARRELDA,1
GARRELL,-1
GARRELT,-2
